project_id,project_type,terrain_type,terrain_difficulty_score,permit_complexity,permit_delay_months,material_availability,vendor_rating,skilled_manpower_ratio,demand_pressure,start_month,weather_severity_index,planned_cost_lakhs,actual_cost_lakhs,planned_duration_months,actual_duration_months
PG_00267,overhead_line,coastal,3,low,0.5,high,3.4,55,medium,12,1.59,113,130.2,27,34.4
PG_00268,substation,forest,5,medium,1.5,high,4.0,75,high,12,1.09,147,201.39,25,34.2
PG_00269,underground_cable,urban,2,low,0.5,low,4.3,58,low,8,4.13,242,324.81,26,34.1
PG_00270,substation,coastal,3,high,3.0,low,4.4,59,high,2,1.24,171,262.54,25,34.4
PG_00271,overhead_line,forest,5,low,0.5,medium,3.3,82,high,1,1.42,113,166.17,24,31.7
PG_00272,overhead_line,coastal,3,high,3.0,high,4.5,74,high,6,3.78,65,86.44,20,28.7
PG_00273,substation,urban,2,low,0.5,medium,4.6,66,medium,5,2.59,124,145.97,16,20.2
PG_00274,underground_cable,forest,5,low,0.5,low,3.5,57,low,8,4.77,193,292.76,35,50.5
PG_00275,substation,coastal,3,medium,1.5,high,3.6,71,high,12,1.66,150,194.69,19,25.0
PG_00276,overhead_line,hilly,4,high,3.0,medium,3.9,71,medium,1,1.96,147,185.59,21,30.0
PG_00277,substation,forest,5,high,3.0,low,4.1,58,high,10,1.4,171,277.4,23,33.3
PG_00278,underground_cable,plain,1,medium,1.5,medium,4.2,77,high,6,4.51,127,168.57,31,38.9
PG_00279,underground_cable,coastal,3,medium,1.5,low,2.8,68,low,12,1.05,225,307.1,38,48.9
PG_00280,substation,urban,2,high,3.0,low,2.9,86,low,9,4.34,168,233.24,27,36.4
PG_00281,substation,urban,2,low,0.5,low,4.1,73,medium,10,1.04,125,168.49,28,34.1
PG_00282,underground_cable,forest,5,low,0.5,high,3.5,58,low,5,3.43,128,153.82,40,55.3
PG_00283,overhead_line,hilly,4,low,0.5,low,4.9,73,medium,7,3.57,108,159.27,20,27.2
PG_00284,underground_cable,hilly,4,high,3.0,high,3.9,86,medium,8,3.64,121,152.85,38,53.3
PG_00285,substation,urban,2,high,3.0,low,3.6,86,high,9,4.34,133,214.06,22,30.2
PG_00286,overhead_line,urban,2,high,3.0,low,3.6,80,medium,6,4.1,65,94.44,22,30.8
PG_00287,overhead_line,forest,5,high,3.0,high,2.6,55,high,5,3.02,63,91.69,28,41.8
PG_00288,overhead_line,hilly,4,high,3.0,low,4.5,87,low,2,2.33,115,156.34,25,34.4
PG_00289,overhead_line,forest,5,medium,1.5,medium,2.8,65,low,11,1.85,83,102.56,20,27.6
PG_00290,underground_cable,coastal,3,low,0.5,high,4.3,90,low,12,1.15,133,145.11,23,28.3
PG_00291,overhead_line,plain,1,low,0.5,medium,5.0,67,high,11,2.11,62,77.23,22,26.4
PG_00292,underground_cable,coastal,3,medium,1.5,low,3.5,57,high,6,4.15,208,349.46,42,58.0
PG_00293,substation,coastal,3,low,0.5,high,2.9,77,medium,5,2.97,88,106.57,27,34.5
PG_00294,underground_cable,coastal,3,medium,1.5,high,3.4,72,medium,1,1.68,136,159.42,27,35.0
PG_00295,underground_cable,coastal,3,high,3.0,medium,4.7,62,high,10,1.62,145,195.51,40,53.8
PG_00296,underground_cable,urban,2,low,0.5,medium,4.3,90,low,12,2.41,142,157.61,38,44.9
PG_00297,underground_cable,hilly,4,low,0.5,low,3.3,94,low,4,2.92,235,332.14,38,48.2
PG_00298,underground_cable,plain,1,low,0.5,medium,2.8,75,high,11,2.22,207,267.46,26,30.1
PG_00299,underground_cable,hilly,4,high,3.0,high,3.3,84,low,8,3.59,182,222.86,35,49.8
PG_00300,underground_cable,hilly,4,high,3.0,high,3.5,94,low,3,2.31,216,248.88,30,40.3
PG_00301,overhead_line,hilly,4,high,3.0,medium,4.8,86,medium,1,1.63,134,160.74,36,47.0
PG_00302,overhead_line,forest,5,low,0.5,low,4.3,80,medium,2,2.34,65,95.23,25,32.8
PG_00303,overhead_line,urban,2,medium,1.5,high,3.7,56,low,11,1.07,122,127.73,19,24.5
PG_00304,substation,hilly,4,low,0.5,high,2.8,64,medium,7,3.59,150,195.41,19,26.7
PG_00305,underground_cable,hilly,4,low,0.5,high,3.3,55,high,4,2.66,211,292.77,25,34.1
PG_00306,overhead_line,plain,1,high,3.0,low,3.0,77,high,12,2.39,74,110.66,32,39.7
PG_00307,overhead_line,hilly,4,medium,1.5,medium,2.9,85,low,5,3.15,82,101.47,26,34.5
PG_00308,underground_cable,hilly,4,low,0.5,high,2.7,77,low,12,1.99,200,232.77,39,49.9
PG_00309,substation,hilly,4,high,3.0,low,3.2,70,high,4,2.87,95,157.81,17,25.0
PG_00310,substation,coastal,3,low,0.5,high,3.0,66,high,3,1.85,94,121.44,15,18.8
PG_00311,underground_cable,coastal,3,high,3.0,medium,2.8,55,medium,5,3.37,217,278.49,30,42.2
PG_00312,substation,plain,1,medium,1.5,high,4.2,82,high,3,2.17,155,181.92,22,26.0
PG_00313,underground_cable,coastal,3,high,3.0,high,3.2,89,low,11,2.01,168,186.02,23,30.5
PG_00314,substation,coastal,3,high,3.0,low,2.9,73,medium,9,3.76,84,127.93,17,25.4
PG_00315,underground_cable,hilly,4,medium,1.5,high,3.2,70,high,6,3.8,137,195.3,28,39.2
PG_00316,substation,hilly,4,low,0.5,medium,4.3,72,high,9,3.52,166,240.69,15,20.4
PG_00317,underground_cable,plain,1,low,0.5,high,4.0,55,medium,6,3.6,237,264.63,34,42.5
PG_00318,overhead_line,urban,2,medium,1.5,low,4.2,87,high,4,3.21,144,223.85,25,31.7
PG_00319,substation,forest,5,low,0.5,high,2.8,74,high,11,1.45,82,114.21,20,26.4
PG_00320,underground_cable,coastal,3,high,3.0,high,3.5,57,low,12,2.28,150,164.58,24,33.2
PG_00321,substation,forest,5,high,3.0,high,2.9,92,high,9,3.91,119,177.29,19,28.7
PG_00322,overhead_line,coastal,3,low,0.5,low,2.5,78,low,8,4.11,130,188.8,34,44.6
PG_00323,substation,hilly,4,medium,1.5,high,4.5,66,low,4,2.64,91,104.6,22,30.7
PG_00324,underground_cable,coastal,3,high,3.0,high,3.6,85,high,5,3.05,237,315.77,28,37.7
PG_00325,substation,coastal,3,low,0.5,high,3.2,62,low,6,3.78,118,136.24,20,26.5
PG_00326,underground_cable,plain,1,high,3.0,high,4.6,65,low,8,4.45,204,217.72,40,52.6
PG_00327,underground_cable,plain,1,low,0.5,high,3.7,59,high,11,2.27,218,267.5,37,44.8
PG_00328,substation,forest,5,medium,1.5,low,3.3,91,high,4,3.21,110,188.5,16,22.3
PG_00329,substation,coastal,3,medium,1.5,medium,4.9,66,high,9,3.62,128,180.14,22,30.6
PG_00330,overhead_line,coastal,3,low,0.5,high,3.0,83,low,6,4.25,70,83.31,28,36.7
PG_00331,underground_cable,plain,1,medium,1.5,medium,3.0,89,high,1,1.19,157,198.84,27,31.0
PG_00332,overhead_line,coastal,3,low,0.5,high,4.5,71,high,5,2.58,67,87.92,24,31.1
PG_00333,overhead_line,urban,2,high,3.0,low,3.2,91,medium,2,2.17,135,184.4,21,27.2
PG_00334,underground_cable,coastal,3,medium,1.5,high,4.6,95,high,9,4.9,147,200.09,32,42.4
PG_00335,overhead_line,hilly,4,medium,1.5,high,2.6,71,medium,7,3.91,104,134.44,35,48.6
PG_00336,overhead_line,urban,2,medium,1.5,high,4.2,74,high,12,1.66,61,75.72,22,27.8
PG_00337,substation,forest,5,low,0.5,low,4.4,90,high,1,1.14,90,146.12,27,34.6
PG_00338,overhead_line,urban,2,medium,1.5,high,4.9,76,high,3,1.28,71,86.78,22,27.8
PG_00339,substation,coastal,3,medium,1.5,medium,4.9,59,low,6,4.83,140,165.67,21,29.3
PG_00340,underground_cable,plain,1,low,0.5,low,4.1,94,medium,11,1.49,168,219.96,41,46.6
PG_00341,overhead_line,urban,2,low,0.5,medium,2.6,75,high,1,2.11,139,190.7,18,22.2
PG_00342,substation,hilly,4,medium,1.5,low,2.8,73,high,5,2.6,140,237.38,15,21.1
PG_00343,overhead_line,plain,1,low,0.5,high,3.7,72,low,6,4.28,65,70.11,26,32.0
PG_00344,substation,coastal,3,high,3.0,low,3.5,61,low,1,2.26,101,133.35,16,22.9
PG_00345,underground_cable,urban,2,low,0.5,low,2.9,85,low,6,3.61,222,309.43,37,46.5
PG_00346,underground_cable,forest,5,high,3.0,low,4.4,68,high,12,1.4,156,255.42,40,55.7
PG_00347,overhead_line,urban,2,medium,1.5,low,5.0,64,medium,2,1.13,101,133.11,23,29.5
PG_00348,substation,forest,5,medium,1.5,high,4.0,82,medium,5,3.09,116,146.43,17,24.2
PG_00349,substation,plain,1,high,3.0,medium,3.3,75,low,12,1.47,89,95.53,22,27.8
PG_00350,underground_cable,plain,1,high,3.0,medium,4.1,89,high,10,2.16,182,224.05,36,42.4
PG_00351,substation,urban,2,low,0.5,high,2.7,94,medium,10,1.72,145,167.63,16,19.1
PG_00352,substation,coastal,3,medium,1.5,low,4.4,81,high,2,1.41,104,161.13,28,35.7
PG_00353,overhead_line,plain,1,medium,1.5,medium,3.7,77,high,3,2.35,98,126.01,30,36.2
PG_00354,underground_cable,coastal,3,high,3.0,high,3.4,92,high,1,1.39,124,161.24,23,30.4
PG_00355,substation,urban,2,low,0.5,medium,3.9,83,medium,4,2.61,161,191.29,15,18.3
PG_00356,substation,coastal,3,medium,1.5,high,4.7,75,low,3,1.48,93,99.76,27,34.7
PG_00357,substation,hilly,4,low,0.5,low,3.6,95,high,1,1.23,122,194.57,14,17.4
PG_00358,overhead_line,hilly,4,high,3.0,high,3.3,57,low,4,2.94,136,161.23,21,31.3
PG_00359,overhead_line,coastal,3,medium,1.5,low,4.1,64,high,7,4.97,81,133.21,34,46.4
PG_00360,underground_cable,plain,1,low,0.5,high,3.4,56,low,5,3.18,248,265.7,21,26.3
PG_00361,substation,plain,1,low,0.5,low,4.3,91,low,4,3.33,97,120.87,17,19.8
PG_00362,overhead_line,forest,5,high,3.0,medium,3.3,86,medium,12,1.01,61,78.69,33,44.8
PG_00363,underground_cable,forest,5,high,3.0,high,2.7,88,high,12,1.44,239,335.05,23,32.3
PG_00364,underground_cable,forest,5,low,0.5,high,2.5,68,low,9,4.58,202,253.66,42,58.5
PG_00365,overhead_line,coastal,3,low,0.5,low,4.4,79,medium,2,1.24,101,138.09,25,30.8
PG_00366,overhead_line,plain,1,medium,1.5,medium,3.5,57,low,12,1.44,130,141.71,19,24.1
PG_00367,overhead_line,urban,2,medium,1.5,low,2.6,81,high,1,1.02,148,231.2,23,28.6
PG_00368,overhead_line,urban,2,high,3.0,medium,3.7,62,medium,11,2.23,84,99.48,22,29.9
PG_00369,overhead_line,hilly,4,low,0.5,low,3.5,92,medium,12,1.81,120,170.63,31,37.9
PG_00370,underground_cable,hilly,4,low,0.5,low,4.6,88,medium,3,1.01,238,335.54,21,26.5
PG_00371,underground_cable,plain,1,high,3.0,low,3.1,81,low,4,2.82,230,294.71,38,46.8
PG_00372,underground_cable,forest,5,high,3.0,high,4.5,84,low,10,2.19,191,219.14,35,48.1
PG_00373,underground_cable,forest,5,low,0.5,low,4.0,57,high,6,4.02,185,318.67,41,57.6
PG_00374,underground_cable,urban,2,low,0.5,high,2.8,77,high,4,3.32,186,246.3,33,40.9
PG_00375,substation,urban,2,medium,1.5,medium,4.9,85,medium,12,1.61,127,142.95,17,21.1
PG_00376,overhead_line,hilly,4,high,3.0,high,3.7,67,high,2,2.42,77,101.14,30,40.8
PG_00377,substation,urban,2,medium,1.5,low,3.8,61,medium,11,1.26,158,212.94,19,24.6
PG_00378,overhead_line,urban,2,high,3.0,high,4.3,91,low,5,3.01,70,75.45,25,32.8
PG_00379,overhead_line,coastal,3,low,0.5,high,4.3,84,low,10,1.15,119,129.95,25,31.0
PG_00380,overhead_line,forest,5,medium,1.5,low,3.4,56,high,6,4.19,110,196.24,33,48.5
PG_00381,substation,forest,5,medium,1.5,high,4.9,56,medium,1,2.06,121,144.31,21,29.6
PG_00382,substation,plain,1,low,0.5,high,4.1,78,high,5,3.37,176,215.4,19,22.7
PG_00383,overhead_line,forest,5,medium,1.5,medium,3.0,57,medium,8,3.87,148,206.39,35,51.2
PG_00384,overhead_line,urban,2,low,0.5,low,4.5,59,low,6,4.1,94,124.33,24,31.2
PG_00385,underground_cable,forest,5,low,0.5,low,3.7,64,medium,6,4.53,127,200.67,36,51.2
PG_00386,overhead_line,forest,5,high,3.0,low,2.8,75,high,10,1.78,146,249.62,30,42.3
PG_00387,overhead_line,urban,2,high,3.0,low,4.9,71,low,10,1.21,93,117.2,24,32.0
PG_00388,underground_cable,plain,1,medium,1.5,high,4.0,95,medium,4,2.97,187,204.19,22,26.3
PG_00389,overhead_line,coastal,3,high,3.0,low,4.5,76,medium,5,2.99,101,142.17,34,45.7
PG_00390,overhead_line,hilly,4,high,3.0,low,4.4,65,medium,8,3.91,85,128.92,26,38.6
PG_00391,underground_cable,coastal,3,medium,1.5,low,3.0,80,low,11,1.48,147,199.38,38,47.9
PG_00392,underground_cable,urban,2,medium,1.5,medium,3.8,61,low,7,4.4,175,206.28,40,52.8
PG_00393,underground_cable,coastal,3,low,0.5,low,3.3,63,high,11,2.14,244,378.89,24,30.0
PG_00394,underground_cable,forest,5,medium,1.5,medium,3.1,89,medium,4,3.18,167,224.15,25,34.2
PG_00395,substation,hilly,4,medium,1.5,medium,3.3,91,high,4,3.4,87,126.23,19,25.5
PG_00396,substation,urban,2,low,0.5,high,3.0,73,medium,4,3.02,82,95.78,23,28.6
PG_00397,underground_cable,forest,5,medium,1.5,low,2.6,81,low,12,1.24,241,351.53,27,36.6
PG_00398,overhead_line,coastal,3,medium,1.5,medium,4.2,93,low,6,4.4,95,113.6,21,27.7
PG_00399,underground_cable,coastal,3,medium,1.5,high,3.1,63,high,4,3.0,215,288.6,28,37.3
PG_00400,overhead_line,urban,2,high,3.0,low,3.6,73,high,1,2.18,138,211.01,19,25.8
PG_00401,overhead_line,plain,1,medium,1.5,high,4.2,63,high,11,1.35,143,168.42,25,30.4
PG_00402,underground_cable,urban,2,low,0.5,high,4.7,89,medium,10,2.39,213,231.27,36,42.1
PG_00403,overhead_line,coastal,3,high,3.0,medium,3.1,56,medium,12,1.23,72,87.04,34,45.2
PG_00404,overhead_line,urban,2,high,3.0,low,4.0,82,high,4,2.85,126,193.06,19,25.7
PG_00405,underground_cable,hilly,4,low,0.5,high,4.2,65,high,1,2.26,128,170.12,32,41.9
PG_00406,underground_cable,hilly,4,medium,1.5,medium,3.9,57,medium,1,1.14,192,242.69,35,47.6
PG_00407,substation,urban,2,low,0.5,low,4.5,57,low,10,2.34,111,141.32,26,32.6
PG_00408,substation,forest,5,low,0.5,medium,3.9,85,medium,11,2.48,80,103.86,28,36.8
PG_00409,substation,urban,2,medium,1.5,medium,3.8,82,medium,2,2.09,110,127.96,22,27.1
PG_00410,overhead_line,urban,2,low,0.5,low,3.2,63,low,12,1.45,66,85.93,23,28.4
PG_00411,overhead_line,coastal,3,high,3.0,medium,3.7,72,medium,6,3.73,127,165.44,19,28.1
PG_00412,substation,coastal,3,medium,1.5,low,4.1,76,low,11,1.13,114,149.79,16,21.1
PG_00413,substation,urban,2,high,3.0,low,3.9,70,low,1,1.05,151,189.21,21,27.7
PG_00414,substation,coastal,3,low,0.5,medium,2.6,59,low,12,1.35,119,139.74,28,35.4
PG_00415,substation,plain,1,low,0.5,low,3.4,73,high,1,1.9,112,167.66,20,23.9
PG_00416,underground_cable,urban,2,medium,1.5,low,4.9,92,low,8,4.19,144,189.79,28,35.6
PG_00417,underground_cable,urban,2,low,0.5,low,4.5,86,medium,6,4.05,123,169.91,28,34.5
PG_00418,overhead_line,urban,2,low,0.5,medium,4.7,61,high,9,4.94,80,108.71,29,37.7
PG_00419,overhead_line,plain,1,medium,1.5,medium,4.3,81,high,5,3.14,63,80.32,35,41.9
PG_00420,underground_cable,hilly,4,medium,1.5,medium,4.9,68,high,2,1.16,232,310.72,32,41.7
PG_00421,substation,hilly,4,high,3.0,low,3.1,76,medium,12,1.75,170,247.75,23,31.9
PG_00422,substation,urban,2,high,3.0,medium,3.4,90,high,4,2.69,137,187.86,23,30.5
PG_00423,overhead_line,urban,2,high,3.0,high,3.7,77,low,4,2.9,129,139.31,26,34.3
PG_00424,substation,hilly,4,high,3.0,high,4.3,85,high,4,3.07,163,218.39,21,29.6
PG_00425,underground_cable,coastal,3,high,3.0,low,5.0,92,low,10,1.9,225,283.15,34,42.7
PG_00426,underground_cable,hilly,4,medium,1.5,low,4.1,93,medium,8,4.78,231,349.58,20,27.6
PG_00427,overhead_line,forest,5,medium,1.5,low,3.8,57,low,6,4.92,85,126.09,22,32.5
PG_00428,underground_cable,forest,5,high,3.0,high,4.3,83,low,7,4.14,183,220.55,31,44.8
PG_00429,substation,coastal,3,high,3.0,low,3.8,95,high,2,1.79,89,139.5,14,19.7
PG_00430,underground_cable,forest,5,medium,1.5,high,3.4,79,medium,11,1.35,168,207.62,20,27.4
PG_00431,underground_cable,coastal,3,low,0.5,medium,4.5,90,low,3,2.38,236,267.98,27,32.9
PG_00432,overhead_line,forest,5,low,0.5,medium,3.7,68,high,6,4.05,75,115.39,32,45.3
PG_00433,overhead_line,plain,1,low,0.5,high,5.0,73,high,3,1.79,94,107.96,27,31.1
PG_00434,substation,plain,1,high,3.0,low,3.8,63,low,6,3.99,174,230.29,25,34.2
PG_00435,substation,plain,1,high,3.0,low,3.7,57,low,6,4.76,111,148.57,18,25.9
PG_00436,underground_cable,urban,2,medium,1.5,high,2.7,75,medium,2,1.86,245,275.65,28,34.1
PG_00437,substation,urban,2,low,0.5,medium,4.1,69,low,10,2.25,141,154.04,19,23.0
PG_00438,substation,forest,5,medium,1.5,high,4.1,63,low,6,4.39,136,166.76,14,21.2
PG_00439,overhead_line,urban,2,high,3.0,high,3.8,91,high,5,2.76,121,157.09,24,31.9
PG_00440,overhead_line,urban,2,high,3.0,high,3.7,92,low,1,1.66,99,104.22,33,40.7
PG_00441,underground_cable,forest,5,medium,1.5,low,4.1,82,medium,8,4.41,166,261.21,32,45.6
PG_00442,underground_cable,plain,1,medium,1.5,low,4.6,67,low,2,1.9,163,193.37,28,33.4
PG_00443,substation,forest,5,high,3.0,low,4.1,75,low,1,1.66,156,217.88,28,39.4
PG_00444,overhead_line,forest,5,high,3.0,low,2.9,81,low,2,2.47,83,118.82,32,44.1
PG_00445,underground_cable,coastal,3,medium,1.5,medium,4.7,55,low,1,1.18,123,139.4,34,44.8
PG_00446,overhead_line,urban,2,low,0.5,medium,3.8,59,high,7,4.84,145,198.76,20,25.9
PG_00447,overhead_line,plain,1,high,3.0,high,3.2,60,medium,7,4.87,99,115.55,32,43.1
PG_00448,substation,forest,5,low,0.5,low,3.3,67,low,8,4.0,154,233.11,22,31.3
PG_00449,underground_cable,forest,5,low,0.5,medium,4.7,65,low,5,2.96,141,173.73,21,29.0
PG_00450,underground_cable,forest,5,low,0.5,high,4.4,58,high,8,4.47,147,209.41,40,56.7
PG_00451,underground_cable,coastal,3,low,0.5,medium,3.0,80,low,2,2.12,198,227.81,23,27.9
PG_00452,overhead_line,coastal,3,high,3.0,high,3.2,67,high,10,2.05,89,118.0,33,44.5
PG_00453,underground_cable,urban,2,low,0.5,high,4.6,84,medium,7,4.44,154,177.0,24,30.0
PG_00454,underground_cable,hilly,4,high,3.0,medium,4.7,94,high,2,1.41,155,211.1,29,38.4
PG_00455,overhead_line,forest,5,low,0.5,low,3.8,83,low,11,1.64,132,188.71,28,37.1
PG_00456,overhead_line,coastal,3,medium,1.5,medium,3.7,67,medium,12,1.04,111,135.74,27,35.2
PG_00457,substation,forest,5,medium,1.5,high,4.5,71,high,5,2.55,157,220.47,24,34.2
PG_00458,overhead_line,hilly,4,low,0.5,high,4.9,73,high,2,2.17,122,159.07,35,45.2
PG_00459,overhead_line,forest,5,medium,1.5,medium,3.9,90,high,5,3.2,89,130.48,35,46.9
PG_00460,substation,coastal,3,medium,1.5,low,2.8,95,medium,4,3.27,128,189.44,24,31.0
PG_00461,underground_cable,plain,1,low,0.5,low,2.6,84,medium,6,4.18,213,307.87,31,38.2
PG_00462,underground_cable,forest,5,high,3.0,high,4.5,60,high,6,4.56,127,183.33,31,47.1
PG_00463,substation,forest,5,medium,1.5,low,3.5,74,medium,6,3.56,111,175.18,25,36.0
PG_00464,substation,forest,5,low,0.5,medium,4.7,58,high,11,1.81,158,222.42,28,37.8
PG_00465,overhead_line,forest,5,high,3.0,medium,3.2,68,low,10,1.02,140,176.7,29,41.8
PG_00466,substation,plain,1,medium,1.5,low,2.8,62,high,10,1.53,163,243.95,20,24.9
PG_00467,substation,forest,5,high,3.0,medium,5.0,64,medium,12,1.08,105,129.55,22,31.7
PG_00468,substation,hilly,4,high,3.0,low,4.0,77,high,8,3.71,87,147.47,27,39.0
PG_00469,substation,hilly,4,high,3.0,low,3.6,91,medium,9,4.27,157,237.39,18,26.2
PG_00470,substation,coastal,3,medium,1.5,medium,4.4,67,medium,8,3.73,152,190.99,28,38.0
PG_00471,underground_cable,forest,5,low,0.5,low,3.2,83,low,7,3.56,228,349.06,35,48.8
PG_00472,underground_cable,hilly,4,low,0.5,medium,4.0,77,low,10,1.45,174,207.61,26,33.6
PG_00473,underground_cable,urban,2,low,0.5,low,3.0,71,high,3,1.36,191,289.82,39,46.4
PG_00474,substation,urban,2,medium,1.5,high,3.0,76,high,6,4.35,86,117.12,24,31.9
PG_00475,substation,forest,5,high,3.0,low,4.8,60,medium,1,1.52,121,173.8,22,32.1
PG_00476,substation,urban,2,medium,1.5,medium,4.1,86,medium,6,3.66,161,200.85,24,31.5
PG_00477,substation,forest,5,medium,1.5,high,3.5,67,low,12,1.83,147,169.2,26,35.2
PG_00478,substation,urban,2,low,0.5,high,2.8,73,medium,4,2.68,138,160.58,24,29.6
PG_00479,overhead_line,hilly,4,low,0.5,low,3.6,72,low,5,2.87,88,123.54,29,38.2
PG_00480,substation,coastal,3,medium,1.5,medium,4.3,81,low,6,4.37,158,187.42,15,20.5
PG_00481,substation,coastal,3,medium,1.5,low,4.8,88,low,6,4.64,131,181.54,15,20.8
PG_00482,substation,urban,2,medium,1.5,medium,4.9,80,low,12,1.53,102,109.17,15,19.0
PG_00483,substation,forest,5,medium,1.5,high,4.8,74,low,3,1.54,111,125.02,26,35.1
PG_00484,substation,plain,1,medium,1.5,low,4.6,83,medium,8,5.0,94,128.65,16,20.9
PG_00485,underground_cable,coastal,3,medium,1.5,low,4.1,91,low,7,4.3,188,258.17,34,43.9
PG_00486,underground_cable,coastal,3,low,0.5,high,3.1,65,low,2,1.61,228,257.13,20,25.8
PG_00487,underground_cable,forest,5,low,0.5,high,3.6,72,medium,8,5.0,138,177.6,24,33.3
PG_00488,substation,forest,5,medium,1.5,high,4.9,93,high,6,4.84,140,195.96,21,29.4
PG_00489,underground_cable,plain,1,high,3.0,high,3.8,88,medium,12,1.79,235,251.61,42,49.8
PG_00490,underground_cable,hilly,4,medium,1.5,medium,3.9,72,low,2,2.24,213,247.99,25,32.7
PG_00491,underground_cable,plain,1,low,0.5,medium,4.9,55,low,9,4.77,143,159.98,42,53.6
PG_00492,substation,plain,1,low,0.5,low,3.7,65,medium,8,3.84,158,222.16,14,18.1
PG_00493,substation,hilly,4,medium,1.5,medium,2.8,81,high,8,3.71,104,156.88,23,31.8
PG_00494,underground_cable,forest,5,medium,1.5,high,4.2,73,low,11,2.17,234,273.75,37,50.6
PG_00495,overhead_line,plain,1,high,3.0,low,2.9,65,medium,1,2.02,149,201.17,26,33.7
PG_00496,overhead_line,forest,5,low,0.5,medium,3.0,82,high,5,3.5,128,194.83,24,32.5
PG_00497,underground_cable,hilly,4,low,0.5,low,4.6,80,medium,8,4.4,157,236.04,40,53.9
PG_00498,substation,hilly,4,high,3.0,low,3.3,60,high,11,2.25,146,234.63,22,31.1
PG_00499,overhead_line,forest,5,low,0.5,low,2.6,70,high,6,4.06,60,109.08,28,39.7
PG_00500,underground_cable,plain,1,low,0.5,medium,4.4,57,low,11,1.32,162,171.92,24,28.9
PG_00501,substation,forest,5,low,0.5,medium,3.6,61,low,12,2.14,98,121.04,25,33.9
PG_00502,substation,plain,1,medium,1.5,low,4.2,88,low,8,4.99,140,179.41,26,32.0
PG_00503,substation,plain,1,medium,1.5,high,4.6,82,high,9,4.54,138,173.25,24,30.4
PG_00504,overhead_line,hilly,4,low,0.5,low,3.1,65,low,2,1.52,132,185.51,23,30.4
PG_00505,underground_cable,coastal,3,high,3.0,low,4.3,64,low,6,3.68,214,294.36,34,47.5
PG_00506,underground_cable,urban,2,high,3.0,high,4.1,66,high,2,1.15,205,255.42,29,38.1
PG_00507,substation,plain,1,low,0.5,low,3.8,75,low,11,2.46,129,161.02,24,28.3
PG_00508,underground_cable,hilly,4,medium,1.5,high,4.0,59,medium,4,3.12,199,239.54,27,37.1
PG_00509,substation,plain,1,high,3.0,low,3.0,93,low,12,1.0,169,213.84,15,19.7
PG_00510,underground_cable,forest,5,low,0.5,medium,2.6,79,high,3,2.47,170,252.77,33,43.3
PG_00511,underground_cable,plain,1,medium,1.5,high,3.6,60,medium,12,1.4,122,130.83,26,31.8
PG_00512,underground_cable,hilly,4,high,3.0,medium,4.2,75,high,10,2.3,139,192.36,22,30.8
PG_00513,substation,urban,2,high,3.0,high,3.3,94,high,7,4.05,101,134.48,23,30.9
PG_00514,underground_cable,hilly,4,high,3.0,high,5.0,83,medium,8,4.42,145,178.6,31,44.2
PG_00515,overhead_line,coastal,3,medium,1.5,high,4.5,77,high,2,1.28,131,168.06,25,32.4
PG_00516,overhead_line,forest,5,high,3.0,high,3.6,86,high,5,3.23,146,208.83,23,33.6
PG_00517,substation,coastal,3,medium,1.5,high,4.4,56,low,4,3.17,113,125.1,22,30.0
PG_00518,underground_cable,urban,2,low,0.5,low,2.9,66,high,4,3.06,183,291.69,24,30.3
PG_00519,underground_cable,hilly,4,high,3.0,medium,4.7,78,low,4,3.47,202,241.95,42,57.4
PG_00520,underground_cable,hilly,4,medium,1.5,medium,3.4,83,medium,12,1.04,173,220.7,33,43.1
PG_00521,substation,coastal,3,low,0.5,low,4.2,83,low,10,1.06,179,231.36,25,30.3
PG_00522,substation,forest,5,low,0.5,high,3.0,76,medium,6,3.95,116,152.98,16,22.5
PG_00523,substation,hilly,4,low,0.5,low,2.9,78,low,9,4.08,119,175.23,26,35.1
PG_00524,underground_cable,coastal,3,medium,1.5,low,3.0,58,low,5,3.38,135,185.32,28,37.4
PG_00525,overhead_line,hilly,4,high,3.0,low,4.5,56,medium,5,3.46,88,128.92,33,47.4
PG_00526,substation,coastal,3,high,3.0,low,2.9,65,low,10,1.03,80,108.16,28,37.8
PG_00527,overhead_line,urban,2,low,0.5,low,2.6,75,high,10,2.35,84,129.69,23,27.6
PG_00528,underground_cable,hilly,4,medium,1.5,high,4.3,93,low,10,1.33,223,247.99,39,49.3
